pin_int,unique_1cx,total_orders,total_revenue
560064,649,742,1275062.0
560065,46,53,84591.3
560066,580,659,1243180.69
560067,426,491,930854.2
560068,864,985,1843535.35
560069,30,32,58877.0
560070,177,197,307571.85
560071,65,74,143861.45
560072,229,250,453032.64
560073,168,184,333585.6
560074,27,27,42730.0
560075,212,245,395855.35
560076,887,1019,1778564.01
560077,353,410,685732.2
560078,666,755,1276533.09
560079,200,222,380000.69
560080,28,32,52752.1
560081,6,7,19697.0
560082,78,84,147494.75
560083,152,175,300059.5
560084,159,174,292927.0
560085,287,332,528207.78
560086,112,125,209152.4
560087,316,363,710206.49
560088,8,8,16970.0
560089,10,11,19415.35
560090,82,91,173631.8
560091,229,259,499478.75
560092,217,244,429648.15
560093,191,210,396305.15
560094,243,295,481939.99
560095,109,136,218534.79
560096,82,91,165888.4
560097,343,397,659846.75
560098,240,274,493422.25
560099,225,263,510853.65
560100,734,835,1558096.24
560101,1,1,2900.0
560102,484,569,988774.59
560103,411,473,819162.75
560104,34,38,61614.25
560105,80,84,169349.5
560106,5,5,14404.0
560107,11,13,22490.0
560108,32,37,57500.1
560109,27,30,53097.4
560110,11,11,22751.0
560111,4,4,8404.0
560113,2,3,5708.0
560114,7,8,12553.0
560115,1,1,0.0
560123,1,1,1350.0
560140,1,1,2320.0
560150,1,1,1400.0
560153,1,1,1675.0
560300,4,4,7535.0
560380,1,1,1200.0
560667,1,1,1800.0
560843,1,1,0.0
560878,1,3,3780.0
560943,1,1,2900.0
560962,1,1,900.0
560967,1,1,2465.0
560978,1,2,5199.0
560979,1,1,259.0
561009,1,1,4475.0
561101,4,4,11340.0
561202,7,7,12898.0
561203,47,52,92445.1
561204,1,1,1575.0
561205,4,4,9210.0
561207,10,10,17707.15
561208,21,23,47651.0
561209,1,1,2575.0
561211,3,3,6475.0
561213,2,2,5340.0
561228,2,2,5240.0
561230,1,1,2200.0
561259,1,1,1475.0
562101,52,58,112032.15
562102,4,4,5903.0
562103,5,6,11979.0
562104,6,6,13822.0
562105,14,15,30758.0
562106,73,80,160172.5
562107,102,114,218805.18
562109,23,27,51094.65
562110,67,75,141212.5
562111,8,9,19674.1
562112,6,7,14939.0
562114,84,98,210617.4
562117,22,27,48534.0
562119,1,1,900.0
562120,13,13,33035.5
562122,9,9,17835.0
562123,79,89,151260.25
562124,1,1,4500.0
562125,167,188,355488.0
562126,2,2,3495.0
562127,1,1,875.0
562128,1,1,5000.0
562129,11,14,34720.5
562130,16,17,28952.15
562131,1,1,4575.0
562132,7,8,19284.0
562135,10,12,17082.0
562138,1,1,1565.0
562149,33,41,71643.1
562157,58,63,116525.1
562159,49,52,97538.95
562160,22,23,41653.5
562161,1,1,299.0
562162,16,16,30918.1
562163,12,15,24362.2
562164,1,1,3665.0
563101,49,57,105195.15
563102,8,9,15692.3
563103,2,2,2474.0
563113,8,8,15366.15
563114,41,44,78451.5
563115,7,9,12904.1
563116,7,7,9528.1
563117,2,2,5090.0
563119,5,5,7357.5
563120,7,7,10893.0
563121,7,7,12114.14
563122,28,33,59852.0
563123,1,1,1765.0
563124,2,3,5775.0
563125,33,34,75539.45
563126,1,1,2965.0
563128,1,1,975.0
563129,1,1,775.0
563130,35,37,79257.0
563131,23,25,40506.0
563132,3,3,5450.0
563133,12,13,20377.0
563134,1,1,1875.0
563135,13,16,29778.0
563136,1,1,1875.0
563137,2,2,5735.0
563139,1,1,2974.15
563157,1,1,900.0
563160,8,11,14994.1
563161,4,4,8233.0
563162,4,5,10130.0
564007,2,2,3200.0
565599,1,1,1200.0
566011,1,1,1800.0
566043,1,1,299.0
566061,1,1,3900.0
566064,1,1,2000.0
566066,1,1,3500.0
566073,1,1,900.0
566086,1,1,1700.0
567101,1,1,2500.0
568101,1,1,3439.2
569035,1,1,1399.0
569090,1,1,2000.0
570000,1,1,764.0
570001,48,51,85963.1
570002,45,55,82986.0
570003,9,9,26963.2
570004,26,29,45682.0
570005,5,5,8733.0
570006,10,10,23482.0
570007,47,48,95030.0
570008,63,73,119900.3
570009,39,43,66979.1
570010,15,15,26229.0
570011,42,43,72705.0
570012,11,12,14306.1
570014,10,12,23026.2
570015,31,33,57932.65
570016,51,59,107470.2
570017,83,94,173282.0
570018,29,35,59430.1
570019,70,85,132317.2
570020,17,20,34007.64
570021,6,7,12923.15
570022,33,42,67687.25
570023,92,101,177647.4
570024,12,13,20713.0
570025,6,8,18825.0
570026,43,58,83114.2
570027,1,2,2025.0
570028,20,23,38240.0
570029,17,19,27467.15
570030,3,3,9769.0
570031,8,8,14888.55
570032,6,6,8039.0
570033,1,1,1800.0
570034,1,1,2150.0
570036,1,1,1800.0
570037,2,2,5030.0
570046,1,1,1800.0
570066,2,2,5199.0
570068,1,1,3700.0
570070,1,1,299.0
570075,1,2,2519.1
570076,1,1,1200.0
570077,1,1,1199.0
570078,1,1,900.0
570079,1,1,2800.0
570085,1,1,699.0
570086,1,2,2070.0
570301,1,2,2209.8
570923,1,1,299.0
571101,5,5,10914.0
571102,2,2,3195.0
571104,15,16,29368.0
571105,28,29,47139.0
571107,7,8,15348.1
571108,1,1,2210.0
571111,6,6,8649.0
571114,6,7,13610.0
571115,1,1,3799.0
571121,1,1,1800.0
571123,1,1,865.0
571124,7,8,14998.0
571125,1,1,1064.0
571126,1,1,1164.0
571129,2,3,6000.0
571130,8,9,11935.0
571183,1,1,1875.0
571189,1,1,3494.1
571201,29,32,56657.0
571205,1,1,1700.0
571211,6,6,7843.0
571212,2,3,3963.0
571213,24,25,39802.35
571214,7,8,16224.0
571215,1,1,1388.0
571216,7,8,19253.0
571217,5,5,9849.0
571218,16,17,32083.0
571219,2,2,5050.0
571231,2,2,6199.0
571232,3,3,6459.1
571234,27,28,40731.2
571235,2,2,7295.0
571236,7,8,14829.0
571247,2,3,6580.0
571249,2,2,2974.0
571250,1,1,965.0
571251,3,3,5203.0
571252,4,4,3374.0
571253,5,8,11296.0
571254,1,1,3675.0
571301,14,17,29847.1
571302,4,5,12535.0
571311,4,4,7625.0
571312,1,1,2700.0
571313,13,15,27251.0
571314,2,3,6010.0
571315,2,2,5769.1
571401,44,47,67127.1
571402,5,5,13570.0
571403,5,5,9704.0
571404,1,1,3800.0
571405,2,2,1349.0
571415,1,1,2970.0
571416,1,1,1475.0
571417,2,2,4300.0
571418,3,4,7049.1
571419,2,2,3370.0
571421,4,4,10540.0
571422,3,5,9819.0
571423,4,4,8575.0
571424,2,3,10450.0
571425,2,2,3315.0
571426,11,11,23174.0
571428,7,8,17870.0
571430,9,9,15141.0
571432,5,5,11465.0
571434,3,4,5313.0
571435,2,2,2850.0
571436,1,1,1575.0
571438,6,6,7466.0
571439,6,7,14115.0
571440,15,18,38652.1
571441,1,1,4200.0
571442,2,2,2874.0
571448,2,2,3749.1
571457,8,8,16240.0
571477,2,3,3844.4
571478,2,2,4260.0
571501,2,2,7549.0
571601,1,1,3875.0
571602,8,8,12529.0
571603,1,1,1675.0
571605,1,1,1350.0
571606,9,9,13599.0
571607,2,2,5110.0
571617,1,1,5975.0
571802,4,4,11500.0
571807,1,1,885.0
571812,1,1,975.0
572003,1,1,1000.0
572013,1,1,3999.0
572101,61,67,133576.35
572102,60,65,117697.15
572103,34,37,63984.0
572104,14,16,30935.0
572105,14,20,43575.0
572106,25,25,49741.0
572107,7,7,13124.0
572112,5,5,12124.0
572114,3,3,6715.0
572115,2,2,8349.0
572116,2,2,3875.0
572117,2,2,2349.0
572118,4,5,7150.0
572120,2,2,6665.0
572121,3,3,4163.0
572123,4,4,5334.0
572125,1,1,1695.0
572129,4,4,6524.0
572130,13,15,28874.1
572132,6,9,18479.0
572135,1,1,1695.0
572136,2,2,3645.0
572137,24,26,48186.1
572139,1,1,2975.0
572140,3,4,5574.0
572142,3,3,4850.0
572175,1,1,1700.0
572201,30,33,55618.0
572202,3,3,5575.0
572211,2,2,3420.0
572213,1,1,2115.0
572214,7,8,17699.1
572216,10,10,13084.1
572218,4,4,9884.0
572220,2,2,2840.0
572221,3,3,6785.0
572223,1,1,1500.0
572224,2,2,3405.0
572227,7,7,20177.0
572440,1,1,2965.0
573101,7,7,15197.2
573102,4,4,5422.0
573103,23,24,51285.0
573111,2,2,2859.0
573112,3,3,8895.0
573115,8,8,16107.0
573116,20,23,36170.0
573117,1,1,865.0
573118,1,1,1860.0
573119,2,2,4629.0
573121,5,5,14900.0
573124,1,1,1400.0
573129,1,1,975.0
573130,2,2,4465.0
573133,1,1,3675.0
573134,15,15,29446.0
573135,3,3,6844.1
573137,1,1,1875.0
573201,132,144,254011.55
573202,9,11,19796.0
573211,14,19,29007.25
573213,6,8,14300.0
573214,3,4,4989.0
573216,5,5,10924.0
573217,1,1,1500.0
573218,1,1,900.0
573220,1,1,1400.0
574004,1,1,1.0
574101,2,2,6524.0
574102,1,1,975.0
574103,1,1,1800.0
574104,20,23,54182.0
574105,9,11,16233.0
574106,7,8,11998.0
574107,2,3,4009.8
574108,1,1,399.0
574109,1,1,975.0
574110,5,6,10333.0
574111,9,10,15136.0
574114,1,1,3475.0
574115,2,2,6890.0
574116,4,4,5420.0
574117,7,8,13934.1
574118,11,12,24758.2
574119,3,3,6680.0
574122,2,2,1904.05
574142,10,13,29263.3
574143,7,9,11903.0
574144,3,3,4935.0
574146,6,6,8775.0
574148,3,3,6874.0
574150,4,4,11273.1
574151,4,5,8554.15
574153,2,2,2445.0
574154,1,2,2217.6
574197,3,3,3855.0
574198,1,1,2400.0
574199,11,13,26142.1
574201,10,11,16234.0
574202,10,10,19177.05
574203,7,7,15164.0
574210,2,2,4400.0
574211,8,8,12487.0
574212,2,3,750.0
574213,1,1,1800.0
574214,7,8,13893.15
574216,2,2,5375.0
574217,8,10,14213.0
574218,1,1,4374.0
574219,13,13,22659.1
574220,2,4,10020.0
574221,1,1,4375.0
574222,2,3,5450.0
574223,1,1,299.0
574224,3,3,6075.0
574225,2,2,2219.0
574226,3,3,7635.0
574227,25,29,42726.1
574228,3,3,7400.0
574231,6,6,9938.0
574233,1,1,199.0
574236,3,4,5021.3
574237,2,2,1638.1
574239,7,7,16499.0
574240,11,11,24383.0
574241,10,11,17438.1
574242,2,2,3925.0
574243,6,6,18405.0
574253,2,2,3575.0
574259,1,1,900.0
574260,2,2,3240.0
574265,2,2,2299.1
574279,3,3,5570.0
574314,1,1,0.0
574323,1,1,975.0
574324,3,3,8685.0
574327,2,2,2564.0
574328,3,7,16284.0
574509,3,3,3749.0
575001,84,90,144926.55
575002,84,98,153401.65
575003,67,78,140549.4
575004,46,53,83491.0
575005,20,21,37076.0
575006,78,97,140800.3
575007,17,19,27790.0
575008,32,44,66298.2
575009,4,4,5264.0
575010,4,4,5938.0
575011,6,7,11644.0
575013,9,9,16398.0
575014,19,20,29727.0
575015,19,21,45373.4
575016,12,16,15333.0
575017,17,18,34204.1
575018,18,20,32443.0
575019,17,21,24516.0
575020,18,18,35682.1
575021,1,2,7480.0
575022,14,15,33069.0
575023,3,3,3939.0
575025,8,8,16039.0
575028,13,16,28344.0
575029,10,12,17638.0
575030,8,9,23098.0
575115,1,1,600.0
576101,59,61,98788.15
576102,32,34,55063.2
576103,17,17,40988.1
576104,75,85,122714.0
576105,21,22,34194.1
576106,4,5,5710.0
576107,8,10,19197.15
576108,3,3,5120.0
576111,6,6,11865.0
576112,1,1,1999.0
576113,2,2,6674.0
576114,2,2,3474.0
576115,6,8,20144.1
576117,5,5,6279.0
576120,3,3,4058.2
576121,2,2,2759.0
576122,1,1,1800.0
576124,2,2,2530.0
576201,8,12,21899.1
576211,8,10,21304.0
576212,2,2,9650.0
576213,16,17,25933.1
576214,3,3,5510.0
576217,5,6,8009.0
576220,1,1,2975.0
576221,3,5,9650.0
576222,6,9,16080.0
576223,3,3,3875.0
576224,1,1,299.0
576225,3,3,7115.0
576226,3,3,6985.0
576227,1,1,1615.0
576228,4,4,10432.35
576229,1,1,4375.0
576230,2,3,2699.0
576231,2,2,5175.0
576232,1,1,2375.0
576235,1,1,1500.0
576257,2,2,3425.0
577001,30,30,50225.1
577002,41,45,88952.25
577003,3,3,5649.0
577004,83,99,167716.0
577005,23,27,40857.45
577006,18,24,40444.1
577101,75,86,117765.8
577102,10,11,14783.0
577111,1,1,1605.0
577112,4,4,7415.0
577113,1,1,3799.0
577115,1,1,2864.1
577116,6,7,18507.0
577120,1,1,1798.0
577124,4,4,7824.0
577126,11,11,22118.0
577127,1,1,1313.0
577128,1,1,2050.0
577132,13,13,24219.0
577133,7,7,16818.15
577134,8,10,17186.0
577135,1,1,3305.0
577139,9,9,12358.0
577144,4,5,7073.1
577145,2,2,2670.0
577146,1,1,3875.0
577160,1,1,1600.0
577168,1,1,2575.0
577175,1,1,1415.0
577181,1,1,1399.0
577201,80,89,166442.4
577202,24,27,51237.0
577203,13,17,43183.15
577204,48,57,94979.1
577205,21,23,47970.0
577213,16,19,40205.5
577215,3,3,1364.0
577216,3,5,6979.0
577217,3,3,2614.0
577218,3,4,13485.0
577221,9,9,24614.0
577222,4,4,12140.0
577223,1,1,3965.0
577224,1,2,3875.0
577226,1,1,1515.0
577227,5,5,10500.0
577228,11,12,25477.0
577229,1,1,2235.0
577232,1,1,3135.0
577233,3,3,4468.1
577243,2,3,699.0
577257,1,1,885.0
577301,30,32,57337.0
577302,7,7,18388.0
577401,28,33,62770.25
577405,1,1,1900.0
577412,1,1,2610.0
577413,5,9,8025.0
577414,1,1,1875.0
577416,2,2,2450.0
577417,1,1,4475.0
577418,1,1,299.0
577419,2,2,5665.0
577421,2,2,4530.0
577422,2,2,3364.0
577423,3,3,6525.0
577424,1,1,900.0
577425,3,3,8805.0
577426,2,2,3930.0
577427,8,8,16694.0
577428,6,6,9323.0
577429,3,4,7980.0
577432,14,15,21487.5
577434,2,2,3950.0
577435,1,2,1875.0
577436,1,1,2975.0
577448,1,1,1400.0
577451,1,1,2274.0
577501,62,68,122352.15
577502,9,11,25785.0
577512,1,1,575.0
577516,1,2,4475.0
577517,1,1,1364.0
577518,2,2,1950.0
577519,1,1,764.0
577522,23,25,56337.0
577526,7,8,18445.0
577527,13,13,20926.2
577528,6,7,15371.5
577530,5,7,6365.4
577532,1,1,900.0
577534,2,2,2239.0
577535,6,7,11290.0
577536,1,1,1620.0
577540,2,2,3840.0
577541,1,1,2000.0
577544,2,2,7749.0
577546,2,2,3725.0
577547,5,5,13824.0
577548,13,13,22505.25
577551,1,1,464.0
577552,2,2,4374.0
577556,9,9,18675.0
577566,2,2,4435.0
577597,1,1,2700.0
577598,16,19,42981.0
577599,5,5,13759.0
577601,21,25,48036.55
577602,1,1,499.0
580001,85,95,160038.65
580002,8,8,17259.0
580003,13,14,26454.0
580004,28,33,60413.25
580005,7,9,13739.0
580006,5,5,6539.0
580007,16,18,31819.65
580008,39,41,69242.15
580009,15,17,34710.1
580011,3,4,5264.0
580020,68,75,151335.5
580021,29,32,59429.1
580022,3,3,3814.1
580023,93,106,203574.4
580024,39,42,75645.1
580025,32,34,75898.15
580026,1,2,8550.0
580028,18,21,46936.2
580029,19,20,26165.0
580030,68,74,114417.15
580031,43,48,76113.2
580032,30,34,63720.15
580068,1,1,259.0
580072,1,1,2610.0
580078,1,1,1530.0
580101,1,1,1800.0
580114,1,1,699.0
580117,1,1,2610.0
581101,2,2,7350.0
581102,4,4,8400.0
581103,5,6,11228.0
581104,3,4,5324.0
581105,1,1,975.0
581106,9,11,20209.1
581107,1,1,1990.0
581108,3,4,6415.0
581110,26,28,49580.0
581111,3,3,4115.0
581113,1,1,764.0
581115,31,33,48697.0
581116,1,1,1400.0
581118,5,6,14407.5
581119,2,2,5660.0
581120,1,1,1000.0
581126,1,1,699.0
581128,2,2,5365.0
581145,1,1,1400.0
581148,1,1,1674.0
581193,2,2,5779.15
581195,1,1,965.0
581200,1,1,1400.0
581202,1,1,1800.0
581203,2,2,5885.0
581204,4,4,11070.0
581205,9,11,25660.0
581206,1,1,1500.0
581208,1,1,2144.1
581210,1,1,2975.0
581301,55,60,100865.1
581303,10,12,26584.1
581304,22,24,36468.0
581305,3,3,9140.0
581306,5,5,8899.0
581307,2,2,3074.0
581308,8,8,16290.0
581314,10,10,22477.1
581316,1,1,1565.0
581317,3,3,4649.0
581318,3,4,5760.0
581319,1,1,1400.0
581320,43,47,97868.1
581321,1,1,900.0
581323,1,1,2400.0
581325,32,35,78189.2
581326,7,7,20369.0
581327,1,2,2880.0
581329,13,15,34461.1
581330,1,1,1800.0
581332,3,3,5890.0
581333,2,2,2249.0
581334,8,8,18937.15
581337,2,2,6500.0
581338,1,1,800.0
581339,2,2,5384.0
581340,3,3,6820.0
581342,4,4,9375.0
581343,14,16,28501.1
581344,2,3,2935.0
581345,5,5,9879.1
581346,2,3,8565.0
581348,5,5,9515.0
581349,5,5,14550.0
581350,4,4,13774.15
581351,1,1,2250.0
581352,13,13,26884.1
581353,1,1,699.0
581354,3,3,4079.1
581355,6,8,14620.1
581358,2,2,5264.0
581359,9,10,12736.0
581360,2,2,6374.0
581361,1,2,1619.1
581362,1,2,2880.0
581363,2,2,3135.0
581365,5,5,4529.0
581384,3,4,8150.0
581396,3,3,3774.0
581400,13,15,27709.0
581401,18,20,29758.0
581402,25,25,56053.0
581403,4,4,6355.0
581411,13,14,23837.0
581423,1,1,3420.0
581440,1,1,5015.0
582012,2,2,7560.0
582101,43,45,98088.3
582102,9,9,18899.0
582103,15,17,31379.0
582112,2,2,6850.0
582114,8,8,14663.0
582115,1,1,1865.0
582116,6,7,14419.0
582117,1,1,3060.0
582118,4,4,7975.0
582119,1,1,1475.0
582120,4,4,10589.0
582201,2,2,5440.0
582202,1,1,1400.0
582205,1,1,0.0
582207,6,6,12414.0
582208,3,3,6647.0
582209,4,5,8239.0
582214,1,1,720.0
583101,79,81,142901.25
583102,44,53,105219.0
583103,28,31,55234.0
583104,40,44,74472.35
583106,1,1,2700.0
583111,1,1,4374.0
583114,1,1,1695.0
583115,1,1,900.0
583117,1,1,1440.0
583118,5,5,9275.0
583119,8,8,18914.0
583120,1,1,5075.0
583121,8,8,14653.0
583123,24,27,54114.0
583125,2,2,3729.0
583131,10,12,27506.2
583132,6,6,16170.0
583134,5,5,6669.2
583135,8,8,16885.0
583137,2,2,6450.0
583201,96,101,174676.0
583203,3,3,1697.0
583211,1,1,3675.0
583212,9,11,20050.0
583214,1,1,3875.0
583216,2,2,2685.0
583217,4,4,7749.0
583218,2,2,2274.0
583219,4,4,8585.0
583220,1,1,3595.0
583221,1,1,675.0
583222,2,2,2974.0
583223,1,1,1275.0
583225,7,8,17155.0
583227,22,25,42911.0
583228,1,1,3514.2
583229,8,8,14723.0
583230,1,1,2275.0
583231,26,27,57057.1
583232,1,1,1800.0
583233,1,1,1500.0
583234,4,4,6725.0
583235,1,1,1800.0
583236,2,3,9375.0
583238,1,1,699.0
583268,1,1,2540.0
583275,16,20,32325.0
583276,1,1,2975.0
583277,5,5,7945.0
583281,2,2,4835.0
583282,3,4,7645.0
583283,2,2,5349.0
584101,97,108,204419.35
584102,20,22,55802.15
584103,12,13,19407.0
584104,2,2,2965.0
584110,1,1,3475.0
584111,5,6,15009.0
584115,6,6,7829.0
584116,2,2,5175.0
584117,1,1,875.0
584118,1,2,0.0
584120,1,1,3874.0
584122,8,8,10623.0
584123,21,21,44691.1
584124,2,2,8750.0
584125,3,4,8135.0
584126,2,2,1374.0
584128,25,28,53147.5
584129,5,6,13075.0
584133,2,2,3038.0
584134,3,3,6025.0
584135,1,1,1575.0
584139,1,1,2540.0
584143,1,1,1725.0
584170,14,15,34986.1
584201,1,1,765.0
584811,1,1,4575.0
585012,1,1,1800.0
585101,46,51,94199.2
585102,107,116,217701.3
585103,87,97,167296.35
585104,75,81,164435.55
585105,56,60,106426.3
585106,9,11,18398.0
585201,16,18,30971.4
585202,20,20,40522.1
585210,1,1,1800.0
585211,6,6,20610.0
585214,4,4,4469.1
585215,1,1,0.0
585216,4,4,10787.0
585217,1,1,3729.15
585220,5,5,11214.0
585221,4,5,9820.0
585222,11,13,29340.0
585223,13,15,26775.0
585224,6,7,11329.0
585225,15,16,31757.1
585226,1,1,2475.0
585227,4,4,9830.0
585228,5,6,7807.0
585229,1,1,1800.0
585236,2,2,9700.0
585237,1,1,3675.0
585265,1,1,1875.0
585287,2,2,3365.0
585291,2,3,8488.0
585292,1,1,1599.0
585301,8,9,18177.0
585302,3,3,8870.0
585304,2,2,8350.0
585305,2,2,4855.0
585307,2,2,1899.0
585310,5,7,10127.0
585312,1,1,965.0
585313,5,5,14704.1
585320,1,1,2975.0
585321,1,1,3875.0
585325,4,4,5925.0
585326,2,2,2540.0
585327,22,22,48596.0
585328,9,9,15052.0
585329,3,3,5548.0
585330,14,15,29042.0
585331,1,1,3875.0
585353,1,1,2975.0
585355,1,1,1695.0
585367,1,1,3305.0
585401,119,130,236334.65
585402,12,14,25252.0
585403,44,46,100066.2
585411,6,6,5690.0
585412,4,5,8440.0
585414,3,3,9824.0
585416,1,1,2075.0
585417,2,2,2440.0
585421,1,1,4074.0
585436,1,1,2975.0
585437,1,1,3875.0
585443,1,1,1865.0
585802,1,1,2375.0
586001,1,1,1475.0
586101,109,117,224121.2
586102,15,18,38198.3
586103,43,48,97149.0
586104,14,14,30197.0
586108,5,5,8124.0
586109,11,11,22147.0
586111,3,3,5630.0
586114,2,2,1063.0
586115,2,2,2854.1
586117,2,2,2874.0
586121,3,4,10975.0
586122,1,1,2275.0
586125,1,1,3875.0
586127,1,1,2174.0
586128,8,9,16647.0
586129,1,1,0.0
586130,1,1,1800.0
586203,9,11,24343.25
586204,6,7,14754.0
586205,2,2,3140.0
586207,1,1,1575.0
586208,1,1,1865.0
586209,13,16,28762.0
586210,1,1,2217.6
586212,7,7,15182.2
586213,6,7,17029.0
586214,6,7,10404.0
586215,1,1,3075.0
587101,23,24,41186.05
587102,15,17,32588.0
587103,30,31,63478.1
587104,3,3,9100.0
587111,1,1,629.1
587116,4,4,7415.0
587118,4,4,9689.0
587119,2,3,8177.5
587122,5,6,14087.0
587125,15,18,50212.0
587155,2,2,5995.0
587201,9,10,17511.64
587203,1,1,2975.0
587206,2,2,3574.0
587301,21,23,39860.0
587311,10,10,20528.0
587312,3,4,7540.0
587313,17,18,38745.0
587314,4,4,10204.0
587315,2,2,5470.0
587316,2,2,7760.0
588221,1,1,4475.0
590001,110,118,193810.47
590002,4,4,4583.0
590003,25,28,55819.35
590005,31,33,62965.0
590006,88,93,165820.9
590008,17,18,33171.0
590009,15,18,22201.35
590010,79,87,156908.05
590011,11,11,10542.0
590012,1,1,1399.0
590014,10,11,22520.0
590015,4,4,7044.0
590016,58,61,109305.4
590017,11,11,24778.0
590018,5,6,3228.0
590019,19,20,41637.0
590020,2,2,6839.0
590025,1,1,1200.0
590102,1,1,1990.0
591101,1,1,3800.0
591102,11,11,22067.0
591103,9,10,23648.0
591106,2,2,598.0
591108,38,43,87547.5
591109,4,5,11355.0
591112,1,1,874.0
591113,6,6,8219.0
591115,3,3,2850.0
591117,2,2,5075.0
591118,1,2,5490.0
591119,2,2,4935.0
591120,4,4,13357.1
591122,1,1,1875.0
591123,8,8,13328.1
591124,14,15,26248.1
591126,10,10,23355.0
591128,1,1,2150.0
591129,3,3,9390.0
591136,1,1,965.0
591143,3,4,7350.0
591156,2,2,5540.0
591186,1,1,1575.0
591201,19,19,29966.0
591202,1,1,900.0
591211,3,3,8375.0
591213,2,2,5000.0
591216,1,1,965.0
591217,1,1,699.0
591219,1,1,799.0
591220,4,4,4603.0
591221,1,1,2200.0
591222,2,2,3350.0
591223,3,4,8580.0
591224,1,1,2900.0
591225,4,4,11564.15
591226,2,2,1063.0
591227,1,1,2475.0
591228,2,2,1475.0
591229,1,1,1374.0
591230,1,1,3475.0
591231,2,2,2474.0
591232,2,2,5374.0
591233,1,1,750.0
591234,1,1,299.0
591235,1,1,299.0
591236,3,3,4074.0
591237,27,27,52220.2
591238,2,2,3210.0
591239,2,3,6375.0
591240,1,1,3305.0
591242,4,4,11715.0
591243,2,2,3269.1
591244,2,2,4765.0
591246,3,4,8825.0
591263,3,4,8620.0
591282,1,1,1400.0
591301,3,3,5828.1
591302,20,21,33838.0
591303,1,1,3305.0
591304,19,23,42477.2
591306,4,5,8348.2
591307,25,27,52469.1
591308,1,1,2575.0
591309,4,4,3810.0
591310,1,2,4845.0
591311,3,3,4233.05
591313,15,15,29616.0
591315,3,3,4895.0
591316,6,6,11388.2
591317,3,4,7464.0
591340,3,3,9350.0
591344,1,1,2275.0
591345,1,1,2900.0
592207,1,1,1599.0
596103,1,1,3419.1
600001,102,115,258154.2
600002,31,35,46490.0
600003,32,35,57443.0
600004,69,76,111148.1
600005,36,41,68235.0
600006,34,37,55662.2
600007,48,54,87370.1
600008,37,42,53815.2
600009,4,4,13014.0
600010,103,111,159412.1
600011,40,43,79596.1
600012,70,80,144702.5
600013,18,21,32167.0
600014,54,61,105372.15
600015,36,40,72457.5
600016,32,36,49152.3
600017,96,107,162737.35
600018,72,87,120052.74
600019,34,37,50373.4
600020,75,84,111246.05
600021,41,48,70208.35
600023,35,38,55031.0
600024,56,62,92658.35
600025,2,2,5550.0
600026,34,39,55773.0
600027,3,3,7315.0
600028,67,77,96846.25
600029,21,23,40022.0
600030,17,18,31151.0
600031,17,17,29401.0
600032,39,45,65507.2
600033,39,48,75136.1
600034,53,59,78142.15
600035,22,26,41509.2
600036,10,10,17254.1
600037,52,57,111791.35
600039,28,31,45351.05
600040,119,132,181688.34
600041,129,140,204509.35
600042,111,134,199658.2
600043,38,42,65650.15
600044,82,92,138618.7
600045,39,45,58487.0
600046,2,2,5710.0
600047,9,11,25195.0
600048,32,34,61743.0
600049,24,29,44266.1
600050,19,23,34759.0
600051,15,19,36261.0
600052,8,8,15403.0
600053,65,72,126867.0
600054,19,21,32636.0
600055,19,20,39969.05
600056,82,93,150501.5
600057,9,9,20501.0
600058,19,21,51335.1
600059,27,34,72898.05
600060,28,33,66769.0
600061,70,76,122845.3
600062,48,61,99529.3
600063,36,42,55025.0
600064,26,32,60218.4
600065,4,4,6315.0
600066,20,24,39407.0
600067,4,5,19444.0
600068,5,6,12825.0
600069,27,35,58696.2
600070,11,15,23577.3
600071,25,31,56235.0
600072,18,20,29778.1
600073,76,85,139657.4
600074,15,17,25803.0
600075,36,40,60624.75
600076,15,17,25370.15
600077,56,60,98664.2
600078,64,66,111641.05
600079,25,29,52844.15
600080,17,17,23502.0
600081,18,30,64502.0
600082,36,38,68175.1
600083,37,44,66418.15
600084,20,28,43532.1
600085,19,22,34862.0
600086,20,22,20242.0
600087,63,73,97826.25
600088,46,53,84401.2
600089,42,50,78904.0
600090,26,36,38237.64
600091,111,124,197264.75
600092,50,60,86033.05
600093,40,51,69808.25
600094,43,50,94949.2
600095,77,84,134825.0
600096,62,71,116001.25
600097,68,85,129744.05
600098,9,9,13848.15
600099,78,91,147466.54
600100,168,195,337685.65
600101,21,21,40341.05
600102,34,36,51042.15
600103,3,3,4619.0
600104,1,1,900.0
600106,33,39,69149.15
600107,27,29,31256.05
600109,2,3,9280.0
600110,17,17,28564.1
600112,20,23,40322.1
600113,24,28,52995.1
600114,5,5,6257.0
600115,40,43,67350.15
600116,71,84,138199.45
600117,55,68,99755.1
600118,30,36,56384.0
600119,75,89,141377.3
600120,4,4,6075.0
600122,30,32,48376.2
600123,5,5,8228.0
600124,5,5,12023.0
600125,59,68,102250.65
600126,70,81,131866.8
600127,34,40,72090.6
600128,14,18,28302.1
600129,17,18,33837.05
600130,64,73,120579.7
600131,4,6,9525.0
600132,2,3,7762.5
600203,1,2,2250.0
600217,1,1,3900.0
600650,1,1,1800.0
600801,1,1,2063.0
600937,1,1,559.2
600973,1,1,3700.0
601101,2,2,3275.0
601102,3,3,8285.0
601103,1,1,2900.0
