pin_int,unique_clinic_patients,clinic_orders,clinic_revenue,clinics_visited
403702,24,924,683500.0,1
403703,11,244,218550.0,2
403704,4,96,47500.0,3
403705,10,309,205700.0,2
403706,10,188,148394.0,1
403707,10,338,225000.0,1
403708,10,267,192500.0,1
403709,12,316,175500.0,1
403710,5,208,97713.0,1
403711,7,350,179000.0,1
403713,3,47,24850.0,2
403714,3,94,53000.0,1
403715,3,81,69500.0,1
403716,6,173,87000.0,1
403718,3,164,88500.0,1
403720,2,131,68000.0,1
403721,3,154,89140.0,2
403722,11,344,205500.0,1
403723,2,27,25031.0,1
403725,1,21,38000.0,1
403726,5,67,54000.0,1
403801,16,421,310122.0,5
403802,18,543,315200.0,3
403804,1,49,30000.0,1
410008,1,6,5000.0,1
410018,1,40,24500.0,1
410036,1,30,22834.0,1
410038,1,19,16700.0,1
410101,19,413,296900.0,5
410102,2,38,20700.0,2
410106,2,29,18600.0,2
410201,36,1073,702980.0,7
410202,4,35,12500.0,4
410203,32,894,649822.0,8
410204,4,94,50000.0,1
410205,7,280,160440.0,5
410206,644,22472,14886614.1,16
410207,7,250,182700.0,1
410208,286,8227,5278017.0,6
410209,75,2424,1746450.0,3
410210,378,9561,5935005.6,16
410216,4,100,50000.0,2
410218,40,1225,804700.0,4
410220,3,40,22700.0,2
410221,9,276,203800.0,3
410222,5,217,133400.0,2
410224,1,51,30000.0,1
410301,2,37,30000.0,2
410303,1,7,3500.0,1
410401,30,887,695651.0,2
410403,2,64,34000.0,2
410405,4,109,77556.0,2
410406,2,88,64000.0,2
410470,1,21,20000.0,1
410501,87,2228,1540497.92,5
410502,9,279,201906.9,3
410503,12,358,215900.0,3
410504,3,130,67000.0,2
410505,7,176,179784.0,2
410506,51,1711,1122069.6,3
410507,23,627,435307.6,3
410509,4,112,91000.0,2
410510,2,37,38000.0,2
410513,1,34,26700.0,1
410515,1,62,30000.0,1
410516,1,2,4500.0,1
410603,1,1,1000.0,1
410610,7,74,40700.0,1
410703,4,34,15000.0,1
410706,1,52,33000.0,1
410709,4,176,98000.0,1
411001,84,1691,1316097.24,11
411002,32,624,439146.0,3
411003,19,558,398190.2,2
411004,9,221,180760.0,3
411005,14,298,230401.0,3
411006,90,1993,1539320.4,4
411007,11,312,198309.34,2
411008,6,49,46600.0,3
411009,6,210,171478.5,1
411010,2,54,50000.0,2
411011,14,328,250716.0,2
411012,23,498,369448.0,2
411013,13,399,277600.66000000003,3
411014,610,12990,9485910.52,19
411015,115,3016,2297839.22,6
411016,23,495,391480.0,3
411017,131,2903,2275776.0,4
411018,66,1484,1243278.4,4
411019,35,817,604603.12,4
411020,11,204,159532.0,3
411021,90,2070,1632320.0,5
411022,4,101,65000.0,2
411023,21,580,458566.0,2
411024,9,300,212502.0,1
411025,22,613,517397.0,2
411026,36,991,686837.0,7
411027,288,5167,3874152.0,13
411028,218,6287,4538052.779999999,10
411029,1,25,30000.0,1
411030,17,420,311500.0,3
411031,8,105,91980.0,2
411032,86,2097,1582303.2,4
411033,172,4261,3330448.75,9
411034,11,316,253764.0,2
411035,17,299,226375.0,5
411036,107,3057,2235745.8,3
411037,76,1724,1337336.7,4
411038,49,1173,950829.0,4
411039,47,1118,853196.3,3
411040,14,422,297324.0,1
411041,126,3504,2557855.11,6
411042,11,274,191570.0,3
411043,40,1060,778146.0,3
411044,65,1596,1172103.3399999999,2
411045,66,1841,1351839.0,5
411046,148,3889,2840656.48,4
411047,95,2171,1540574.0,7
411048,98,2594,1911230.0,4
411051,15,284,207130.0,2
411052,44,851,706692.74,3
411053,8,155,87100.0,2
411056,2,57,68000.0,1
411057,501,13158,9357883.870000001,17
411058,72,1745,1290673.0,4
411060,58,1544,1247483.3399999999,6
411061,52,1199,924878.0,7
411062,54,1466,940550.8,4
411063,1,13,13420.0,1
411065,2,19,4000.0,1
411068,3,119,68000.0,2
411069,1,22,20000.0,1
411070,2,44,40000.0,1
411102,1,49,30000.0,1
411107,1,1,1000.0,1
411121,1,1,1000.0,1
411202,1,41,32124.0,1
411207,1,3,3200.0,1
411208,1,8,5000.0,1
411507,1,32,20000.0,1
412002,1,54,30000.0,1
412005,1,52,29700.0,1
412014,1,15,14970.0,1
412015,3,95,72800.0,2
412025,1,57,33000.0,1
412051,2,64,51555.0,1
412084,1,55,33000.0,1
412101,91,2231,1568404.0,3
412102,2,26,28200.0,2
412104,1,21,16000.0,1
412105,222,5818,4517949.220000001,5
412106,4,53,38475.0,2
412107,4,83,58900.0,3
412108,14,370,247520.0,3
412109,17,570,460119.0,3
412110,10,212,161439.0,1
412114,24,517,441482.8,2
412115,34,1052,801036.0,3
412201,13,485,382640.0,2
412202,8,151,126437.6,2
412203,4,87,79371.0,1
412205,8,227,191430.0,2
412206,8,186,115600.0,4
412207,218,6399,4609799.98,3
412208,24,647,522707.0,2
412209,10,133,97800.0,3
412210,17,455,314290.0,1
412211,1,37,30265.0,1
412213,2,32,28800.0,1
412214,2,75,71000.0,1
412216,22,658,487564.2,2
412218,1,38,29700.0,1
412219,1,10,8500.0,1
412220,3,69,56700.0,2
412255,1,37,8500.0,1
412301,9,237,183396.0,2
412303,60,1121,715407.0,2
412306,3,71,45900.0,3
412307,57,1387,1014071.0,4
412308,56,1575,1129729.0,8
412311,1,50,30000.0,1
412403,2,59,31000.0,1
412408,2,15,4700.0,1
412411,2,39,38700.0,2
412601,1,11,4700.0,1
412619,1,54,30000.0,1
412801,4,71,57200.0,2
412802,4,165,128065.0,1
412803,7,147,112000.0,1
412805,2,48,30000.0,2
412806,1,25,20400.0,1
412832,1,44,30000.0,1
413001,11,295,240000.0,5
413002,6,170,133216.0,2
413003,1,1,1000.0,1
413004,1,36,30000.0,1
413006,2,17,16900.0,2
413007,10,192,148376.0,3
413008,1,34,35099.0,1
413101,4,144,100800.0,1
413102,21,553,384190.0,4
413103,2,15,13000.0,2
413104,1,69,33000.0,1
413106,6,187,148365.91999999998,1
413107,3,111,42000.0,1
413109,1,62,30000.0,1
413116,1,38,21000.0,1
413130,3,104,56500.0,1
413133,3,50,45800.0,1
413201,2,139,66000.0,1
413203,2,73,40000.0,2
413206,2,39,32300.0,2
413211,1,8,7500.0,1
413216,2,48,45000.0,1
413218,1,6,7400.0,1
413224,42,1098,823969.0,5
413253,1,62,30000.0,1
413255,1,77,38000.0,1
413304,7,223,169819.0,1
413305,1,36,29600.0,1
413306,2,18,11500.0,1
413307,2,53,53975.0,2
413310,1,3,1000.0,1
413315,1,20,10000.0,1
413401,1,16,13500.0,1
413405,1,1,1000.0,1
413410,1,43,32000.0,1
413501,2,65,46900.0,1
413512,16,373,283204.0,6
413513,1,7,0.0,1
413515,6,86,52700.0,3
413517,2,35,17000.0,2
413524,1,1,1000.0,1
413531,7,272,171230.0,1
413534,1,27,18905.0,1
413601,5,106,86000.0,2
413602,1,45,38000.0,1
413606,2,27,30700.0,1
413608,1,3,0.0,1
413701,2,21,18200.0,1
413702,2,43,38964.0,1
413705,1,3,2874.0,1
413707,1,37,30000.0,1
413709,5,212,123700.0,2
413712,1,53,30000.0,1
413713,2,97,70800.0,2
413714,2,31,18024.0,2
413715,3,144,131100.0,1
413801,10,274,228000.0,3
414001,41,732,546245.5,5
414002,1,8,9600.0,1
414003,1,12,8800.0,1
414005,20,478,373700.0,3
414006,1,17,11000.0,1
414014,1,13,13000.0,1
414102,1,36,33000.0,1
414106,1,36,30000.0,1
414111,3,76,52540.0,2
414205,1,1,1000.0,1
414208,1,17,10000.0,1
414301,2,25,18700.0,1
414302,3,43,32200.0,2
414306,2,112,68000.0,2
414402,2,88,75300.0,2
414403,1,18,16400.0,1
414501,2,28,31000.0,1
414502,1,41,28101.2,1
414503,2,33,21000.0,1
414603,3,76,72500.0,3
414604,2,2,3000.0,2
414605,1,38,25000.0,1
414607,1,75,33000.0,1
414609,1,30,38000.0,1
415001,37,1000,760532.1599999999,3
415002,10,327,212700.0,2
415004,1,26,18075.0,1
415110,17,454,332593.8,4
415115,1,7,4700.0,1
415116,1,21,33000.0,1
415203,2,65,60000.0,2
415206,2,55,34000.0,1
415302,1,24,38000.0,1
415303,1,1,700.0,1
415305,1,1,0.0,1
415311,1,18,15800.0,1
415406,1,43,29000.0,1
415409,2,93,69900.0,2
415506,2,49,30900.0,2
415510,4,133,78880.0,1
415515,1,20,24200.0,1
415521,2,76,60000.0,1
415523,2,13,500.0,1
415539,1,30,26000.0,1
415604,2,25,22000.0,2
415605,18,740,597480.0,6
415608,2,8,8600.0,2
415611,2,7,12000.0,1
415612,22,554,384200.0,6
415613,1,1,1000.0,1
415614,1,54,46000.0,1
415616,1,63,30000.0,1
415620,1,29,24900.0,1
415621,1,61,38700.0,1
415629,1,39,29000.0,1
415639,21,590,459510.0,6
415702,1,1,1000.0,1
415709,1,15,11000.0,1
415712,4,184,128600.0,3
415713,3,115,83600.0,3
415803,2,88,50000.0,1
415804,2,28,19000.0,2
416001,9,193,146000.0,4
416002,2,71,52300.0,2
416003,21,442,345442.0,5
416004,4,101,77160.0,2
416005,2,49,37460.0,1
416006,3,117,87800.0,3
416011,1,3,4500.0,1
416012,9,275,181950.0,5
416013,3,107,75700.0,2
416101,2,15,8200.0,1
416107,1,45,38700.0,1
416109,1,23,19070.0,1
416115,7,143,109689.0,5
416122,3,53,42100.0,2
416208,1,1,1000.0,1
416211,1,6,3300.0,1
416216,1,52,30000.0,1
416219,1,20,21500.0,1
416229,1,53,30000.0,1
416235,1,18,11500.0,1
416309,1,46,30000.0,1
416310,1,19,14770.0,1
416403,2,26,22900.0,1
416406,1,1,0.0,1
416410,8,196,151610.0,3
416414,1,1,0.0,1
416415,1,53,24500.0,1
416416,23,808,538660.0,4
416502,12,370,227700.0,3
416507,1,27,22000.0,1
416509,2,20,35000.0,2
416510,8,195,161000.0,2
416511,3,80,53800.0,3
416512,2,91,58000.0,1
416514,2,77,45000.0,1
416517,1,29,20000.0,1
416518,3,68,36500.0,1
416519,1,21,38000.0,1
416520,3,78,50000.0,1
416523,1,19,18180.0,1
416528,1,62,31000.0,1
416602,9,228,196510.0,3
416606,6,139,121500.0,2
416613,1,4,0.0,1
416701,2,77,53000.0,1
416702,2,83,62859.0,2
416704,1,48,33000.0,1
416707,1,46,30000.0,1
416709,1,15,20000.0,1
416801,1,10,22000.0,1
416804,1,42,30500.0,1
416810,1,46,33000.0,1
416812,3,102,70500.0,3
420003,3,40,43900.0,3
420013,1,10,0.0,1
420042,1,26,20000.0,1
420143,1,4,3600.0,1
420708,1,18,10500.0,1
421001,28,608,411401.0,5
421002,49,1126,851853.0,6
421003,29,726,592550.0,4
421004,46,1218,845000.0,5
421005,14,398,271900.0,3
421021,6,206,123300.0,2
421023,1,57,33000.0,1
421031,1,4,3500.0,1
421101,11,375,206200.0,3
421102,20,505,401900.0,3
421103,9,220,188800.0,2
421105,1,1,1000.0,1
421201,222,6364,4498315.0,6
421202,118,3710,2800279.0,7
421203,63,1824,1358000.0,8
421204,126,3949,2903210.0,7
421206,4,97,86100.0,2
421208,1,5,5000.0,1
421209,1,23,22000.0,1
421212,2,2,1700.0,1
421213,4,60,22000.0,4
421214,1,3,0.0,1
421215,9,161,91300.0,3
421251,1,55,33000.0,1
421301,316,8638,6359308.0,10
421302,258,6759,4888659.0,10
421303,10,169,138100.0,5
421304,1,1,1000.0,1
421305,11,369,234700.0,4
421306,139,4411,3389715.0,7
421307,1,37,30000.0,1
421308,17,434,345050.0,5
421311,5,180,149500.0,2
421312,8,256,174500.0,3
421315,1,15,10500.0,1
421401,15,502,379000.0,3
421402,2,110,64000.0,2
421412,1,24,21700.0,1
421421,1,5,3500.0,1
421501,136,3902,2782340.0,6
421502,5,110,66350.0,3
421503,208,6971,5078149.0,7
421504,7,187,119300.0,4
421505,19,372,308900.0,5
421506,9,172,139513.0,5
421509,1,19,15000.0,1
421513,1,16,15000.0,1
421601,22,584,486700.0,3
421602,5,116,94000.0,2
421605,95,3118,2245500.0,6
421615,3,94,47600.0,2
422001,54,1277,908500.0,7
422002,6,237,130000.0,1
422003,44,1516,988450.0,4
422004,11,424,257000.0,1
422005,38,825,529600.0,4
422006,24,605,439500.0,5
422007,18,414,249900.0,2
422008,10,475,256000.0,1
422009,44,1245,735200.0,6
422010,32,1134,745400.0,4
422011,13,356,225000.0,2
422012,11,341,230000.0,2
422013,5,109,66500.0,2
422101,47,1534,932150.0,6
422103,6,91,53700.0,2
422105,2,28,39000.0,1
422202,3,119,78000.0,2
422203,2,59,30000.0,1
422204,2,100,60000.0,1
422206,9,308,200400.0,3
422207,8,233,178100.0,2
422209,3,59,42500.0,2
422210,1,57,30000.0,1
422211,3,176,90000.0,1
422212,3,96,60000.0,1
422213,2,93,47500.0,2
422214,13,386,261899.2,7
422215,2,59,41000.0,1
422221,1,54,30000.0,1
422222,2,99,60000.0,1
422301,1,50,31000.0,1
422302,1,56,33000.0,1
422304,1,21,15000.0,1
422305,1,30,30000.0,1
422306,1,27,30000.0,1
422401,5,121,78560.0,3
422402,1,14,10000.0,1
422403,2,39,31000.0,1
422502,3,101,54900.0,2
422601,6,161,109300.0,2
422602,1,52,30000.0,1
422603,1,57,30000.0,1
422605,8,305,219350.0,5
422606,1,33,38000.0,1
422608,1,5,3099.0,1
423006,3,91,58500.0,3
423032,1,45,38000.0,1
423101,4,18,13000.0,2
423102,2,98,71000.0,2
423103,1,10,10000.0,1
423104,5,122,85600.0,3
423105,6,183,116700.0,1
423106,1,50,30000.0,1
423109,5,120,93000.0,2
423201,2,70,58000.0,1
423203,15,367,276200.0,2
423206,3,67,40000.0,2
423212,1,1,1000.0,1
423240,1,12,11000.0,1
423301,3,96,69500.0,1
423302,1,45,30000.0,1
423306,1,17,15000.0,1
423401,4,90,64900.0,3
423501,6,100,88500.0,1
423502,1,1,1000.0,1
423601,5,121,128600.0,4
423603,1,28,30000.0,1
423701,2,71,60000.0,1
423702,1,32,20000.0,1
424001,14,295,195100.0,5
424002,4,136,123700.0,4
424005,1,27,18600.0,1
424007,2,100,60000.0,1
424010,1,1,1000.0,1
424101,6,277,182400.0,4
424102,1,46,50900.0,1
424103,2,53,44400.0,2
424106,1,1,1000.0,1
424183,1,57,30000.0,1
424201,2,123,63000.0,1
424204,2,56,31000.0,2
424206,2,68,65000.0,1
424207,1,26,20200.0,1
424216,1,11,10000.0,1
424305,1,57,30000.0,1
424318,1,52,30000.0,1
425001,10,296,180900.0,7
425002,2,44,38300.0,2
425003,5,82,68800.0,3
425101,1,12,0.0,1
425103,4,85,59600.0,4
425107,1,55,30000.0,1
425114,1,29,20000.0,1
425126,1,1,700.0,1
425201,9,300,210300.0,6
425301,1,9,8200.0,1
425401,4,171,90000.0,2
425405,2,84,71000.0,1
425406,1,46,33000.0,1
425409,4,96,56700.0,3
425411,1,33,18700.0,1
425412,9,272,190800.0,4
425414,1,89,38000.0,1
425418,2,57,30000.0,1
425444,1,51,30000.0,1
425508,2,61,31000.0,1
430043,1,34,37200.0,1
431001,111,2870,1986325.0,9
431002,13,303,215400.0,3
431003,18,597,401041.0,3
431004,3,49,22225.0,3
431005,17,486,313300.0,4
431006,29,614,502950.0,4
431007,12,362,235500.0,1
431008,5,79,100000.0,1
431009,2,91,60000.0,1
431010,1,17,38000.0,1
431011,1,24,20000.0,1
431101,1,46,30000.0,1
431102,3,59,35000.0,1
431103,5,120,99000.0,1
431104,3,41,22800.0,2
431105,6,153,93000.0,1
431107,3,57,43000.0,1
431109,1,1,1000.0,1
431110,1,1,1000.0,1
431111,2,34,21000.0,1
431112,5,94,91300.0,2
431113,1,32,27000.0,1
431114,3,128,70000.0,1
431115,1,10,0.0,1
431122,10,278,176860.0,4
431123,2,75,50000.0,1
431129,1,31,20000.0,1
431130,2,40,31000.0,1
431131,1,23,22000.0,1
431133,5,143,96000.0,1
431135,1,1,1000.0,1
431136,20,610,497235.0,3
431143,1,27,18700.0,1
431148,1,40,30000.0,1
431151,1,24,18000.0,1
431154,2,74,40000.0,1
431203,29,846,654000.0,4
431204,2,43,30000.0,2
431206,3,102,71000.0,1
431213,4,119,87470.0,3
431215,2,19,15000.0,1
431301,1,1,700.0,1
431401,5,204,181350.0,4
431404,1,33,20000.0,1
431502,1,26,20000.0,1
431503,4,142,65000.0,1
431504,3,86,77000.0,1
431505,1,25,20000.0,1
431506,1,1,1000.0,1
431509,2,26,40000.0,2
431511,1,81,30000.0,1
431512,2,80,34000.0,2
431513,2,107,89100.0,2
431514,1,51,30000.0,1
431515,2,145,79500.0,2
431517,4,52,59500.0,3
431523,1,12,22000.0,1
431536,1,59,38000.0,1
431601,24,600,376375.0,13
431602,4,135,73345.0,2
431604,2,61,40800.0,2
431605,12,272,173400.0,5
431606,2,107,68000.0,1
431705,2,90,68300.0,2
431707,1,45,20000.0,1
431714,1,14,10000.0,1
431715,1,19,38000.0,1
431720,1,10,10000.0,1
431721,1,26,17500.0,1
431804,1,1,1000.0,1
431807,1,45,44100.0,1
431809,1,70,50000.0,1
431811,1,24,20000.0,1
433104,1,1,1000.0,1
440001,41,850,562100.0,5
440002,80,2181,1356499.0,3
440003,18,443,307900.0,2
440004,4,18,10000.0,2
440005,10,365,253435.0,2
440006,10,157,103500.0,2
440007,4,166,114350.0,1
440008,60,1596,1126198.0,1
440009,16,273,186500.0,1
440010,151,2731,1901053.0,3
440011,2,2,1000.0,2
440012,6,127,77000.0,1
440013,68,1857,1211599.0,2
440014,35,896,632199.0,1
440015,45,1387,955100.0,3
440016,55,1768,1188457.0,1
440017,31,856,580799.0,1
440018,30,684,466398.0,2
440019,3,115,80000.0,1
440020,1,19,16800.0,1
440021,13,341,212700.0,1
440022,39,1100,775097.0,5
440023,65,1510,1074643.0,8
440024,142,3731,2542299.0,6
440025,18,524,393000.0,2
440026,66,1638,1042901.8,4
440027,79,2217,1531971.6600000001,6
440028,3,5,1000.0,2
440029,3,67,42000.0,1
440030,26,782,508098.0,1
440032,26,468,318499.0,3
440033,9,221,148399.0,2
440034,102,2322,1687278.0,5
440035,50,1582,1009200.0,1
440036,20,698,511599.0,1
440037,23,566,364910.0,5
441001,26,611,406900.0,1
441002,15,367,248099.0,1
441101,4,92,59400.0,1
441102,8,310,231400.0,1
441103,5,91,67800.0,2
441104,12,352,259200.0,1
441105,8,279,238200.0,1
441106,14,374,292700.0,1
441107,26,689,513899.66000000003,2
441108,114,2433,1704799.0,2
441109,1,24,20000.0,1
441110,55,1242,895900.0,2
441111,16,499,385200.0,1
441113,4,74,47200.0,1
441122,26,615,388813.66000000003,1
441123,2,56,31000.0,1
441201,3,80,54400.0,1
441202,16,274,186200.33000000002,2
441203,15,545,381499.0,1
441204,8,209,125900.0,3
441205,2,46,37499.0,1
441206,10,266,225700.0,2
441207,3,177,110900.0,1
441208,1,8,8200.0,1
441210,1,18,19400.0,1
441214,2,53,41500.0,1
441221,1,66,38000.0,1
441222,2,29,22200.0,1
441301,1,26,21900.0,1
441302,14,268,200200.0,2
441305,1,76,38000.0,1
441306,2,30,25300.0,1
441401,13,338,237500.0,1
441404,2,87,63000.0,1
441501,29,639,430800.0,2
441502,2,50,33000.0,2
441601,33,898,640700.0,3
441614,12,405,235175.0,3
441701,2,31,32300.0,2
441702,1,7,4900.0,1
441801,2,76,50900.0,1
441802,8,327,207100.11,2
441803,2,88,60000.0,1
441804,4,140,106800.0,1
441807,1,24,20000.0,1
441901,5,178,115000.0,1
441902,2,86,55000.0,1
441903,1,55,30000.0,1
441904,27,695,522900.0,1
441905,2,77,62800.0,1
441906,2,57,38000.0,1
441907,3,73,52100.0,1
441911,8,389,221800.0,1
441912,13,378,269500.0,2
441916,1,8,0.0,1
441921,1,40,30000.0,1
441924,1,22,27100.0,1
442001,39,1295,940030.0,2
442003,1,65,30000.0,1
442006,1,50,30000.0,1
442024,1,18,10000.0,1
442101,9,156,105000.0,3
442102,1,52,30000.0,1
442104,1,1,1000.0,1
442105,1,16,16700.0,1
442141,1,13,0.0,1
442201,13,389,246800.0,1
442202,1,38,34900.0,1
442203,3,82,48700.0,1
442211,1,8,5000.0,1
442301,23,615,445250.0,3
442302,7,276,210000.0,1
442305,5,85,55700.0,2
442307,2,104,49000.0,1
442401,65,1781,1289800.33,2
442402,11,210,145100.0,1
442403,3,99,75000.0,1
442404,1,29,21000.0,1
442406,5,45,32400.0,2
442501,1,13,9200.0,1
442503,1,35,30000.0,1
442505,3,56,46200.0,1
442603,1,27,10000.0,1
442604,2,70,55300.0,1
442605,24,643,452300.0,2
442606,2,25,21800.0,1
442701,8,185,107900.0,5
442702,6,318,194700.0,1
442703,3,140,96500.0,1
442704,1,45,43000.0,1
442705,4,139,97500.0,2
442707,1,48,33000.0,1
442901,3,89,53600.0,1
442902,2,76,53100.0,1
442903,11,471,330675.0,2
442904,2,84,50000.0,1
442905,2,10,11200.0,1
442907,5,178,118400.0,1
442908,3,190,93000.0,1
442914,4,131,70000.0,2
442916,1,22,16300.0,1
442918,1,48,33000.0,1
442924,1,34,20000.0,1
443001,9,329,229400.0,4
443002,1,13,10000.0,1
443101,8,235,217600.0,6
443201,5,120,67400.0,3
443203,1,11,18000.0,1
443204,2,68,35000.0,1
443206,1,21,15000.0,1
443402,2,30,22975.0,2
443404,1,41,30000.0,1
444001,23,499,328000.0,5
444002,3,116,74000.0,1
444003,2,68,52400.0,2
444004,1,9,8500.0,1
444005,3,48,35500.0,3
444101,2,33,21000.0,1
444105,7,155,114000.0,1
444107,6,108,74800.0,1
444108,2,92,63000.0,1
444110,1,53,33000.0,1
444203,5,149,114100.0,3
444204,1,10,8500.0,1
444303,5,70,50370.0,3
444304,1,1,1000.0,1
444403,1,10,11580.0,1
444503,1,27,20000.0,1
444505,6,125,117300.0,4
444601,65,1879,1349300.0,8
444602,8,170,135740.0,2
444604,6,83,55000.0,3
444605,2,33,20550.0,2
444606,5,119,75700.0,2
444607,3,67,41500.0,2
444615,1,7,11800.0,1
444701,7,226,159000.0,2
444704,1,49,22000.0,1
444705,3,75,41000.0,1
444706,2,32,23000.0,1
444708,1,71,33000.0,1
444709,3,54,29500.0,1
444717,1,41,21500.0,1
444801,1,27,31400.0,1
444805,2,34,28700.0,1
444806,2,80,51000.0,1
444903,2,123,76000.0,1
444904,1,9,10800.0,1
444905,4,99,62200.0,2
444906,4,138,90200.0,1
445001,40,1164,769100.0,3
445002,13,281,218300.0,1
445102,1,1,700.0,1
445106,1,46,20000.0,1
445202,1,43,30000.0,1
445204,5,149,112900.0,3
445206,1,1,1000.0,1
445210,1,45,30000.0,1
445297,1,45,30000.0,1
445302,3,79,67300.0,1
445303,1,47,30000.0,1
445304,9,337,208700.0,1
445402,1,1,1000.0,1
450001,10,365,257800.0,2
450331,2,92,72300.0,2
450551,1,59,30000.0,1
450554,1,68,38000.0,1
450881,2,16,17575.0,1
451001,7,359,210000.0,1
451010,1,34,29500.0,1
451115,3,148,98000.0,1
451125,1,54,30000.0,1
451220,1,5,0.0,1
451221,2,135,68000.0,1
451225,1,54,35000.0,1
451228,1,59,30000.0,1
451332,2,109,65000.0,1
451335,2,7,6000.0,1
451449,2,11,9000.0,2
451551,1,57,38000.0,1
451660,1,46,16080.0,1
451666,3,67,37000.0,1
452001,246,9604,6442100.0,8
452002,1,58,30000.0,1
452003,4,178,119000.0,3
452005,22,683,410400.0,5
452006,5,193,90000.0,1
452007,2,37,31900.0,2
452008,2,58,35000.0,1
452009,5,314,199000.0,1
452010,189,7371,4837599.0,8
452011,4,123,97000.0,2
452013,1,60,30000.0,1
452014,2,12,11000.0,1
452015,3,135,83000.0,1
452016,13,402,248838.0,5
452018,3,64,54300.0,3
452020,10,539,314900.0,3
452046,1,1,1000.0,1
453001,3,74,40000.0,1
453115,2,5,6000.0,2
453311,1,62,49128.0,1
453331,10,532,316000.0,3
453441,13,560,348000.0,2
453442,1,61,30000.0,1
453551,1,1,1000.0,1
453555,1,56,30000.0,1
453771,4,58,37000.0,1
454001,7,178,162100.0,3
454446,2,68,40000.0,1
454552,1,31,15000.0,1
454660,3,91,60000.0,1
454665,3,109,66000.0,1
454773,1,4,5000.0,1
454775,8,328,175000.0,1
455001,17,711,427400.0,2
455223,1,39,30000.0,1
455336,4,182,110500.0,1
455771,1,99,50000.0,1
456001,23,1029,665435.0,2
456006,2,102,80000.0,1
456010,10,375,223300.0,3
456016,1,57,38000.0,1
456224,4,184,135000.0,1
456331,5,246,156600.0,2
456335,4,141,88000.0,1
456337,2,63,38000.0,1
456443,1,71,50000.0,1
456771,2,95,35000.0,1
457001,12,416,293300.0,4
457222,1,37,20000.0,1
457226,1,24,22000.0,1
457555,1,41,38000.0,1
457661,2,59,63000.0,2
457773,2,97,69000.0,1
457775,1,20,10000.0,1
457779,1,56,38000.0,1
457887,3,106,68000.0,2
457990,1,25,10000.0,1
458001,6,376,239000.0,2
458110,2,78,43600.0,2
458228,1,17,20700.0,1
458441,6,224,146700.0,4
458556,2,136,90000.0,1
458992,1,48,34000.0,1
460001,17,440,331500.0,5
460220,1,25,22000.0,1
460330,1,27,20000.0,1
460443,1,55,30000.0,1
460447,2,53,46800.0,1
460449,3,150,98000.0,1
460661,4,172,95000.0,2
461001,11,323,331900.0,2
461005,1,15,58000.0,1
461020,1,22,15000.0,1
461111,6,149,86000.0,2
461115,1,64,58000.0,1
461122,1,14,10000.0,1
461223,3,133,80000.0,1
461331,6,198,198800.0,3
461441,2,105,68000.0,2
461661,1,39,38000.0,1
461775,5,218,150000.0,1
461990,2,62,40000.0,1
462001,70,1979,1800300.0,7
462002,1,35,23500.0,1
462003,14,413,275780.0,3
462008,5,276,160000.0,1
462010,47,1472,1009000.0,3
462011,1,1,1000.0,1
462012,1,1,1000.0,1
462013,1,43,30000.0,1
462014,1,1,1000.0,1
462016,20,584,367800.0,3
462020,8,253,196000.0,1
462021,1,23,16500.0,1
462022,17,452,307500.0,2
462023,24,848,504000.0,1
462024,4,146,101000.0,1
462026,11,299,204000.0,1
462030,26,1017,671000.0,1
462034,1,44,30000.0,1
462035,1,50,38000.0,1
462036,1,54,38000.0,1
462037,6,176,118500.0,2
462038,9,519,251000.0,2
462039,2,75,68000.0,1
462041,8,356,232000.0,1
462042,11,417,252800.22,3
462043,16,583,389000.0,2
462044,2,154,100000.0,1
462045,2,20,15000.0,1
462046,15,570,342000.0,2
462047,5,174,102000.0,3
462056,1,1,1000.0,1
462090,1,56,38000.0,1
462101,2,105,80000.0,1
462346,1,13,10000.0,1
463012,1,1,2000.0,1
463020,3,106,78000.0,1
463030,1,1,1000.0,1
463032,2,44,30000.0,1
464001,11,493,401100.0,3
464002,1,23,20000.0,1
464220,1,6,0.0,1
464221,2,63,40000.0,1
464224,1,70,60000.0,1
464226,1,6,5000.0,1
464228,2,49,20000.0,1
464551,5,175,186500.0,2
464665,1,59,38000.0,1
464668,5,170,102000.0,2
464672,1,54,30000.0,1
464990,1,50,30000.0,1
464993,1,29,20000.0,1
465001,2,44,30000.0,1
465106,1,37,15000.0,1
465230,1,2,0.0,1
465333,1,74,50000.0,1
465337,2,21,17000.0,2
465441,1,40,30000.0,1
465661,1,63,50000.0,1
465667,1,6,5000.0,1
465669,2,53,30000.0,1
465671,1,68,58000.0,1
465674,3,106,73700.0,2
465676,1,27,15000.0,1
465687,1,13,10000.0,1
465697,1,14,11000.0,1
466001,11,345,247000.0,1
466111,1,55,35000.0,1
466113,1,22,20000.0,1
466116,4,155,95000.0,2
466331,6,26,11000.0,2
466445,1,10,10000.0,1
466446,1,59,50000.0,1
467301,1,2,0.0,1
470001,7,175,148600.0,2
470002,8,200,134900.0,4
470003,1,28,38000.0,1
470042,1,1,1000.0,1
470113,3,163,90000.0,2
470117,2,70,30000.0,1
470223,1,23,15000.0,1
470226,2,55,35000.0,2
470229,1,35,50000.0,1
470232,1,71,50000.0,1
470238,1,1,1000.0,1
