pin_int,unique_clinic_patients,clinic_orders,clinic_revenue,clinics_visited
574227,1,47,30000.0,1
574229,1,1,0.0,1
574231,1,52,32300.0,1
574236,1,33,25200.0,1
574239,1,10,8500.0,1
574253,1,63,38000.0,1
574314,1,64,38000.0,1
575001,5,222,155600.0,2
575002,2,38,31000.0,2
575003,3,94,80800.0,1
575006,1,11,10000.0,1
575007,1,1,0.0,1
575008,1,10,10000.0,1
575009,1,49,38000.0,1
575015,1,55,30000.0,1
575018,2,34,22000.0,1
575019,1,58,30000.0,1
575030,1,22,18500.0,1
575339,1,22,21400.0,1
576101,1,48,19000.0,1
576102,1,10,9000.0,1
576103,1,44,30000.0,1
576112,1,1,1000.0,1
577001,8,82,54400.0,3
577002,9,209,163100.0,1
577003,1,21,19000.0,1
577004,2,79,63500.0,1
577005,1,48,30000.0,1
577006,1,4,3400.0,1
577101,12,279,193500.0,4
577131,1,2,3000.0,1
577149,1,93,53000.0,1
577201,4,88,70700.0,1
577217,1,29,21400.0,1
577218,1,38,45700.0,1
577221,1,27,15000.0,1
577222,1,59,33000.0,1
577225,1,62,38000.0,1
577227,2,65,35000.0,2
577301,3,80,49000.0,2
577413,1,52,30000.0,1
577501,18,584,456600.0,3
577502,3,60,56900.0,2
577522,2,63,40000.0,2
577525,1,20,22000.0,1
577527,2,77,64118.0,2
577528,2,45,31100.0,2
577529,3,50,48900.0,2
577538,2,60,40700.0,1
577540,1,63,33000.0,1
577546,1,60,48900.0,1
577548,4,222,152644.0,2
577552,1,22,10000.0,1
577598,2,145,87000.0,1
577601,1,66,44500.0,1
580001,6,221,142400.0,2
580002,1,46,33000.0,1
580003,1,54,44190.0,1
580004,3,3,4000.0,2
580006,1,63,38000.0,1
580007,2,13,11700.0,2
580008,3,62,49200.0,2
580009,3,37,19500.0,3
580020,11,230,159700.0,5
580021,3,88,61000.0,1
580023,4,113,91000.0,1
580024,5,147,75599.0,4
580025,1,20,22000.0,1
580026,3,17,14200.0,3
580028,2,106,58000.0,2
580029,1,21,21000.0,1
580030,3,97,64600.0,2
580031,1,1,1000.0,1
580032,1,46,31000.0,1
580069,1,1,1000.0,1
580090,1,26,21400.0,1
581102,1,31,30000.0,1
581104,1,10,8500.0,1
581106,2,50,25500.0,2
581110,5,152,115000.0,2
581111,1,10,0.0,1
581115,1,7,5200.0,1
581120,1,11,10500.0,1
581193,1,12,9200.0,1
581205,1,1,0.0,1
581301,9,391,198000.0,4
581307,1,14,30000.0,1
581308,1,49,43400.0,1
581320,1,12,20000.0,1
581321,1,41,33000.0,1
581324,1,9,11000.0,1
581325,4,203,101500.0,2
581326,2,15,19600.0,2
581334,4,104,81900.0,2
581338,1,1,0.0,1
581350,2,62,44000.0,2
581354,1,93,38000.0,1
581360,1,11,10500.0,1
582101,8,243,134100.0,4
582102,2,94,55000.0,2
582118,2,35,27800.0,2
582149,1,24,22000.0,1
582207,1,16,9450.0,1
582208,1,39,30000.0,1
582331,1,42,30000.0,1
583101,13,385,264434.0,3
583102,3,68,59600.0,1
583103,1,62,38000.0,1
583104,3,162,101700.0,1
583123,2,12,13500.0,2
583131,3,33,25000.0,1
583132,3,97,55000.0,3
583135,3,137,94000.0,2
583201,5,126,85600.0,2
583210,1,12,10000.0,1
583212,1,57,50000.0,1
583213,1,44,33000.0,1
583218,1,43,51500.0,1
583219,1,55,65400.0,1
583227,1,13,0.0,1
583229,2,85,56800.0,1
583277,1,43,30000.0,1
584101,13,357,277700.0,3
584102,6,116,95588.0,3
584103,3,112,44200.0,3
584111,3,66,61900.0,2
584115,1,24,22000.0,1
584116,1,12,11000.0,1
584122,1,71,38000.0,1
584125,5,59,43045.0,4
584126,1,42,30000.0,1
584128,2,29,22000.0,2
584135,1,77,55800.0,1
584143,1,40,30000.0,1
585101,24,730,505100.0,4
585102,8,260,164300.0,3
585103,2,11,13500.0,2
585104,6,162,145150.0,2
585105,3,104,62500.0,2
585106,1,52,30000.0,1
585108,1,61,30000.0,1
585201,6,251,179000.0,3
585202,1,27,20000.0,1
585206,1,51,44000.0,1
585211,1,32,15000.0,1
585214,1,29,24300.0,1
585220,2,77,39400.0,2
585222,3,115,65100.0,2
585223,2,51,44750.0,1
585224,2,36,26375.0,1
585225,1,18,18000.0,1
585226,1,53,30000.0,1
585227,1,9,12400.0,1
585228,1,16,22000.0,1
585292,2,186,123800.0,2
585301,1,19,11000.0,1
585302,1,7,8300.0,1
585304,1,25,20700.0,1
585307,1,47,29800.0,1
585308,1,23,20000.0,1
585310,1,43,33000.0,1
585311,2,63,30000.0,1
585312,3,35,21000.0,2
585317,5,209,128500.0,1
585326,2,85,81800.0,1
585327,3,117,58700.0,1
585328,4,60,43000.0,3
585329,1,30,23500.0,1
585330,3,52,32200.0,2
585353,1,41,33766.0,1
585401,38,996,683999.11,6
585402,5,273,163500.0,1
585403,6,313,178000.0,3
585412,2,61,52830.0,2
585418,1,32,20000.0,1
585437,1,6,6700.0,1
585444,1,92,58000.0,1
586101,15,266,211300.0,7
586103,1,6,0.0,1
586113,2,29,10000.0,2
586120,1,6,5000.0,1
586126,1,34,33000.0,1
586128,1,51,40000.0,1
586201,1,46,31000.0,1
586208,4,94,72400.0,1
586216,1,27,19700.0,1
587101,4,72,59800.0,3
587102,1,32,30000.0,1
587103,3,109,71700.0,3
587116,2,58,33000.0,2
587118,2,44,48000.0,2
587125,1,19,11200.0,1
587154,1,54,38000.0,1
587301,2,23,18035.04,2
587315,1,18,11000.0,1
587501,1,34,24500.0,1
587825,1,29,20000.0,1
590001,22,485,338500.0,4
590003,1,1,700.0,1
590005,1,11,20000.0,1
590006,3,74,48500.0,1
590009,1,10,7200.0,1
590010,4,170,121000.0,2
590011,1,63,35000.0,1
590012,1,12,9500.0,1
590015,2,72,53000.0,2
590016,2,96,50000.0,1
591102,2,70,35000.0,2
591108,3,58,49600.0,2
591111,1,48,30000.0,1
591113,1,54,30000.0,1
591114,1,74,11500.0,1
591115,1,8,10000.0,1
591118,1,54,30000.0,1
591123,2,42,30300.0,1
591126,1,15,33000.0,1
591129,1,65,33000.0,1
591201,1,40,30000.0,1
591216,1,36,32600.0,1
591221,1,18,20000.0,1
591222,1,20,20000.0,1
591224,2,24,16000.0,2
591227,1,46,30000.0,1
591236,1,7,0.0,1
591237,2,102,60000.0,1
591301,1,33,34900.0,1
591302,2,58,51200.0,2
591307,1,21,0.0,1
591310,2,71,40500.0,2
591311,2,113,67400.0,1
591312,1,47,47600.0,1
591313,4,216,113100.0,3
591317,1,15,13500.0,1
593661,1,77,50000.0,1
594143,1,64,38000.0,1
595201,1,58,30000.0,1
600001,28,685,501500.0,5
600002,13,313,204100.0,6
600003,3,99,80000.0,1
600004,9,329,224400.0,2
600005,7,280,174420.0,1
600006,4,58,50800.0,2
600007,4,5,5000.0,1
600008,1,58,30000.0,1
600009,3,142,98000.0,1
600010,10,232,156298.5,3
600011,15,424,326344.0,1
600012,18,423,260688.0,6
600013,3,182,101000.0,1
600014,7,169,121000.0,1
600015,8,244,185000.0,1
600016,8,228,228000.0,1
600017,11,112,106900.0,2
600018,6,201,173900.0,2
600019,10,228,196000.0,1
600020,4,84,65620.0,2
600021,12,383,299800.0,2
600023,3,33,36750.0,1
600024,4,146,90000.0,1
600025,2,36,35469.0,1
600026,4,76,58200.0,2
600028,6,118,112800.0,1
600029,7,239,173000.0,1
600030,2,61,51000.0,1
600031,1,1,1000.0,1
600032,6,212,103300.0,2
600033,7,102,55100.0,1
600034,2,64,50000.0,1
600035,2,88,45000.0,1
600037,9,199,163000.0,1
600038,3,119,53000.0,1
600039,10,224,180000.0,1
600040,46,520,428900.0,1
600041,12,278,235300.0,2
600042,10,261,224000.0,1
600043,9,325,190100.0,4
600044,18,472,354300.0,4
600045,5,126,101000.0,1
600048,7,169,151000.0,1
600049,6,191,128000.0,1
600050,3,149,67900.0,1
600051,8,253,203600.0,1
600052,12,242,198000.0,1
600053,22,670,498400.0,1
600054,12,287,215500.0,1
600055,3,86,62000.0,1
600056,20,411,332000.0,1
600057,2,66,68000.0,1
600058,7,131,93000.0,1
600059,2,2,2000.0,1
600060,8,262,229000.0,1
600061,8,233,216000.0,2
600062,13,335,236850.0,1
600063,1,52,33000.0,1
600064,3,51,42000.0,1
600066,4,124,109000.0,1
600067,1,61,50800.0,1
600068,6,83,42000.0,1
600069,8,210,175200.0,1
600070,3,56,50000.0,1
600071,5,140,141000.0,1
600072,1,19,10000.0,1
600073,9,417,333500.0,1
600074,2,36,40000.0,1
600075,2,83,60000.0,1
600076,4,145,123500.0,1
600077,14,457,361000.0,1
600078,12,318,275000.0,1
600079,5,158,122600.0,3
600080,2,27,1000.0,2
600081,10,253,185350.0,1
600082,7,223,141500.0,1
600083,8,290,182000.0,1
600084,3,92,54600.0,1
600085,1,10,0.0,1
600087,2,55,31000.0,1
600088,6,204,154000.0,1
600089,2,31,31000.0,1
600090,3,57,37000.0,1
600091,8,236,161000.0,2
600092,3,76,46000.0,1
600093,1,55,37100.0,1
600094,12,262,146950.0,2
600095,17,421,333376.0,2
600096,10,320,229900.0,1
600097,6,149,126000.0,1
600098,3,122,83000.0,1
600099,18,397,338000.0,1
600100,24,731,596700.0,2
600101,1,1,2000.0,1
600102,4,111,80400.0,1
600103,3,102,88500.0,1
600106,13,485,356500.0,1
600107,6,83,57000.0,1
600109,2,102,63000.0,1
600110,3,65,52000.0,1
600112,10,307,201000.0,2
600113,1,42,30000.0,1
600114,4,204,108200.0,1
600115,3,101,69000.0,1
600116,13,381,328400.0,1
600117,4,134,81000.0,1
600118,10,278,207000.0,1
600119,13,373,343400.0,1
600120,4,117,113000.0,1
600122,6,121,100000.0,1
600123,1,1,1000.0,1
600124,4,178,105000.0,1
600125,6,193,139000.0,1
600126,7,198,173860.0,2
600127,4,114,103000.0,1
600128,2,108,60000.0,1
600129,5,103,101900.0,1
600130,8,260,228000.0,1
600132,2,42,48000.0,1
600151,1,22,0.0,1
600614,1,45,33000.0,1
601101,1,35,30000.0,1
601102,2,71,60000.0,1
601201,7,132,124000.0,1
601203,3,118,67500.0,1
601204,1,18,14500.0,1
601205,1,31,38000.0,1
601301,6,203,158000.0,2
602001,5,111,103000.0,1
602002,2,103,68000.0,1
602024,9,197,181000.0,1
602026,3,87,96000.0,1
602105,2,37,31000.0,1
602106,4,93,60000.0,2
602108,1,10,10000.0,1
602109,1,2,1000.0,1
602632,1,37,15000.0,1
603001,4,45,36000.0,1
603002,2,78,52000.0,1
603004,1,25,38000.0,1
603102,2,48,30000.0,1
603103,9,262,234613.0,2
603105,3,58,41500.0,1
603110,5,91,81200.0,1
603111,1,30,20500.0,1
603201,2,29,22500.0,1
603202,6,225,167000.0,1
603203,3,142,98000.0,1
603204,4,98,110000.0,1
603209,5,165,111500.0,1
603210,3,144,83000.0,1
603211,1,7,0.0,1
603303,1,28,18000.0,1
603306,1,9,10000.0,1
604001,2,38,31000.0,1
604206,1,14,10000.0,1
604303,1,20,11000.0,1
604407,1,1,0.0,1
604601,1,21,30000.0,1
605001,1,1,1000.0,1
605005,1,21,30000.0,1
605007,2,58,38000.0,2
605014,1,34,30000.0,1
605103,1,2,1000.0,1
605602,3,80,98000.0,1
606110,1,50,30000.0,1
606112,1,33,38000.0,1
606202,1,31,30000.0,1
606705,1,59,30000.0,1
606709,1,40,56000.0,1
606754,1,45,30000.0,1
606904,1,10,10000.0,1
607106,1,2,1000.0,1
608001,2,37,21000.0,2
608303,1,52,30000.0,1
610000,1,1,1000.0,1
611002,1,20,14800.0,1
614207,1,1,1000.0,1
620001,1,51,42800.0,1
620005,1,9,5000.0,1
621108,1,10,10000.0,1
621207,1,19,20000.0,1
621605,1,6,9200.0,1
622101,1,1,0.0,1
623822,1,27,20000.0,1
624001,1,1,1000.0,1
625001,1,3,0.0,1
625009,1,54,47400.0,1
625102,1,13,20000.0,1
625107,1,1,2325.0,1
625529,2,22,0.0,2
625532,1,33,30000.0,1
627001,1,1,1000.0,1
627002,1,72,34100.0,1
627811,1,61,30000.0,1
628215,1,48,30000.0,1
628907,1,27,15000.0,1
629001,1,57,30000.0,1
631001,5,77,58500.0,2
631002,3,93,64000.0,1
631003,1,1,0.0,1
631051,1,29,20000.0,1
631102,1,1,1000.0,1
631151,1,30,16000.0,1
631201,1,24,30000.0,1
631209,2,79,68100.0,2
631501,1,13,20000.0,1
631502,7,264,187000.0,2
631604,1,1,2000.0,1
631605,1,30,50000.0,1
632002,2,23,32000.0,1
632004,1,24,30000.0,1
632006,2,81,38700.0,1
632007,2,41,30000.0,1
632008,1,44,30800.0,1
632011,1,4,2700.0,1
632014,2,10,1000.0,2
632156,1,55,30000.0,1
632401,1,38,23900.0,1
632404,1,38,30000.0,1
632406,1,12,10000.0,1
632503,1,47,30000.0,1
632513,1,29,38000.0,1
632517,2,54,51000.0,1
632602,1,28,30000.0,1
635001,1,46,30000.0,1
635002,1,28,38000.0,1
635103,3,81,61500.0,2
635109,26,817,584930.0,5
635114,4,137,87100.0,2
635117,1,78,40500.0,1
635118,4,137,105500.0,4
635126,5,212,141000.0,2
635202,1,27,24100.0,1
635215,1,32,20110.0,1
635751,1,29,30000.0,1
635802,2,81,61500.0,2
635803,1,1,0.0,1
635808,1,23,22000.0,1
635809,1,30,30000.0,1
635810,1,43,20000.0,1
636008,2,85,80000.0,2
636903,1,44,30000.0,1
637034,1,11,10000.0,1
638001,1,10,8600.0,1
639007,1,26,38000.0,1
641001,4,111,80084.0,3
641012,1,31,18700.0,1
641028,1,15,8900.0,1
641031,1,33,20000.0,1
641104,1,37,38600.0,1
641114,1,18,15700.0,1
641301,1,57,38000.0,1
641601,1,42,30000.0,1
641602,1,1,1000.0,1
641607,1,46,30000.0,1
642005,1,46,30000.0,1
643004,1,55,30000.0,1
643006,4,144,124460.0,3
650037,1,61,30000.0,1
650061,1,1,1000.0,1
650066,1,10,8700.0,1
650095,1,7,0.0,1
660078,1,51,30000.0,1
670001,1,1,0.0,1
670310,1,22,22000.0,1
671121,1,58,30000.0,1
671123,1,39,38000.0,1
671316,1,4,4500.0,1
671324,1,60,33000.0,1
673104,1,53,38400.0,1
676303,1,12,13500.0,1
678007,1,9,5400.0,1
678508,1,4,7300.0,1
679336,1,6,7200.0,1
680014,1,1,1000.0,1
682017,1,15,10000.0,1
682020,1,21,15900.0,1
682040,1,10,10000.0,1
689582,1,6,6100.0,1
689585,1,1,0.0,1
689647,1,17,16700.0,1
695001,1,40,30000.0,1
695011,1,34,33500.0,1
700000,1,27,30000.0,1
700001,20,218,121900.0,9
700002,13,470,283300.0,4
700003,4,120,68950.0,1
700004,7,307,215521.2,5
700005,3,63,35000.0,1
700006,10,245,174720.0,2
700007,10,209,146500.0,1
700008,17,546,369713.0,2
700009,6,232,136000.0,3
700010,11,364,232850.0,2
700011,5,155,96000.0,2
700012,3,84,49500.0,1
700013,5,99,69000.0,3
700014,15,491,328000.0,4
700015,13,564,356600.0,2
700016,14,273,194790.0,2
700017,12,324,208520.0,3
700018,5,40,27000.0,1
700019,176,2897,2215688.4,9
700020,6,108,88900.0,1
700022,1,14,0.0,1
700023,29,1017,672100.0,2
700024,23,559,381801.0,1
700025,10,364,256800.0,2
700026,5,92,56000.0,2
700027,13,392,254000.0,1
700028,21,569,388364.0,3
700029,4,104,84700.0,1
700030,10,313,184000.0,1
700031,6,215,156600.0,1
700032,9,300,206050.0,1
700033,3,180,107400.0,2
700034,16,484,261000.0,2
700035,9,316,210000.0,2
700036,11,362,270500.0,2
700037,8,225,149000.0,3
700038,1,27,21000.0,1
700039,42,1369,896001.0,1
700040,16,586,400463.0,1
700041,9,374,285931.0,1
700042,15,364,279100.0,1
700043,2,57,33000.0,1
700044,5,159,97300.0,1
700045,1,61,30000.0,1
700046,22,368,245600.0,3
700047,13,294,205300.0,4
700048,8,319,202200.0,2
700049,6,194,130700.0,1
700050,2,97,61000.0,1
700051,9,268,169000.0,2
700052,5,180,121000.0,2
700053,5,147,94800.0,2
700054,7,90,68400.0,1
700055,11,301,227200.0,1
700056,11,260,137500.0,1
700057,10,272,176800.0,3
700058,7,190,104000.0,1
700059,18,674,419739.05,3
700060,24,889,559962.0,1
700061,24,758,514300.0,1
700063,12,411,246001.0,2
700064,5,198,137000.0,1
700065,14,544,334700.0,1
700066,8,196,122000.0,1
700067,3,120,91000.0,1
700068,2,46,31000.0,1
700070,6,184,105000.0,1
700071,1,27,21000.0,1
700072,1,34,30000.0,1
700073,5,152,99200.0,2
700074,8,270,145201.0,3
700075,7,258,169700.0,2
700076,1,6,0.0,1
700077,2,29,23100.0,1
700078,9,214,149200.0,4
700079,7,316,204708.0,1
700081,5,259,165001.0,2
700082,14,620,397500.0,1
700083,1,56,32000.0,1
700084,16,349,230400.0,2
700086,2,48,22000.0,1
700087,2,125,76500.0,2
700089,4,98,63000.0,1
700090,4,173,122500.0,2
700091,9,161,121800.0,2
700092,12,363,204800.0,1
700093,6,200,156200.0,1
700094,11,217,132400.0,5
700095,1,3,3400.0,1
700096,2,87,62400.0,1
700097,1,56,30000.0,1
700099,9,229,168000.0,2
700100,3,131,83700.0,1
700101,10,314,196500.0,1
700102,23,715,432300.0,6
700103,15,542,347100.0,2
700104,21,767,523800.0,2
700105,13,527,341200.0,1
700106,4,111,74700.0,1
700107,5,139,88500.0,1
700108,4,147,72500.0,1
700109,5,184,181414.0,1
700110,7,147,116500.0,1
700111,3,170,93000.0,1
700112,2,111,60000.0,1
700113,4,152,90500.0,1
700114,2,46,34150.0,1
700115,1,20,10000.0,1
700116,1,31,26700.0,1
700117,1,5,5000.0,1
700118,2,86,52000.0,1
700119,19,544,353000.0,4
700120,3,81,53000.0,1
700121,3,70,51000.0,1
700122,8,316,207000.0,2
700123,4,88,95000.0,1
700124,20,571,395500.0,2
700125,13,374,259500.0,1
700126,10,286,206654.2,4
700127,6,200,133500.0,2
700128,4,120,91000.0,1
700129,13,451,269500.0,2
700130,5,201,116500.0,1
700131,9,376,249350.0,2
700132,6,277,176000.0,2
700133,1,40,25000.0,1
700134,1,52,31000.0,1
700135,30,1017,668300.0,3
700136,19,791,467130.0,2
700137,9,296,215000.0,1
700138,2,97,68000.0,1
700139,2,55,40000.0,2
700140,8,110,83500.0,2
700141,15,548,369694.0,1
700143,2,49,28500.0,1
700144,13,386,188800.0,4
700145,4,132,81700.0,1
700146,2,106,62000.0,1
700147,6,167,119000.0,1
700149,4,89,56000.0,1
700150,24,1201,709901.0,2
700151,9,228,172775.0,1
700152,11,421,269000.0,1
700153,1,3,5000.0,1
700154,4,128,88500.0,1
700155,4,142,85701.0,1
700156,23,783,515000.0,5
700157,17,799,461700.0,1
700158,1,61,32000.0,1
700159,7,321,190900.0,1
700160,2,96,75000.0,1
700161,2,43,40000.0,1
700162,2,100,62000.0,1
700163,1,50,30000.0,1
700502,1,53,33000.0,1
701230,1,45,30000.0,1
701501,1,49,30000.0,1
702225,1,48,30000.0,1
703104,1,35,21000.0,1
710005,1,60,30000.0,1
711006,2,41,30000.0,2
711032,1,24,20000.0,1
711101,46,1365,887101.0,6
711102,20,606,425401.0,2
711103,9,186,149000.0,5
711104,8,258,146100.0,3
711105,3,152,72000.0,2
711106,14,572,295300.0,3
711107,2,38,16000.0,1
711108,3,107,61000.0,1
711109,9,346,236700.0,3
711110,1,45,30000.0,1
711112,3,110,68000.0,1
711113,7,303,177500.0,2
711114,10,393,242800.0,2
711201,5,141,103700.0,2
711202,9,301,200602.0,2
711203,4,141,111500.0,2
711204,6,145,100200.0,1
711205,4,142,88399.0,1
711227,12,319,182500.0,1
711301,1,34,33000.0,1
711302,14,482,301700.0,2
711303,15,639,373100.0,4
711304,1,60,32000.0,1
711305,1,2,1000.0,1
711306,3,129,91500.0,2
711307,1,31,28500.0,1
711308,2,118,63000.0,1
711309,3,120,68000.0,2
711310,1,20,11000.0,1
711311,1,47,20000.0,1
711312,7,148,97500.0,2
711313,3,142,81000.0,1
711314,3,128,71000.0,2
711315,12,495,357601.0,2
711316,15,667,398500.0,3
711317,2,127,76000.0,1
711322,6,143,118700.0,2
711401,12,516,341000.0,2
711403,9,223,177800.0,2
711404,1,24,17000.0,1
711405,5,270,158000.0,2
711406,1,8,7000.0,1
711408,3,64,49000.0,2
711409,6,322,204000.0,2
711410,2,11,8500.0,1
711411,7,204,137501.0,2
711412,1,50,30000.0,1
711413,4,155,106700.0,2
711414,1,38,26000.0,1
711415,1,47,30000.0,1
711490,1,54,32500.0,1
712101,3,66,49000.0,1
712102,5,171,110675.0,2
712103,4,190,132500.0,1
712104,5,195,128000.0,2
712105,2,112,60000.0,2
712121,1,55,33900.0,1
712123,7,155,79500.0,4
712124,5,150,111000.0,2
712125,1,34,31000.0,1
712134,2,108,75000.0,1
712136,14,426,265500.0,2
712137,1,43,30000.0,1
712138,1,45,30000.0,1
712139,2,48,40000.0,2
712146,1,13,11000.0,1
712147,1,30,30000.0,1
712148,4,194,113001.0,2
712149,8,363,230500.0,2
712201,4,192,122500.0,1
712202,4,43,32000.0,1
712203,5,202,125500.0,2
712204,2,99,71800.0,1
712211,1,5,1000.0,1
712214,1,7,5000.0,1
712221,2,8,0.0,2
712222,14,397,268700.0,2
712223,9,281,147500.0,2
712232,4,164,86000.0,2
712233,2,84,59000.0,2
712234,1,34,32200.0,1
712235,7,250,153000.0,3
712245,2,45,26000.0,1
712246,6,295,168200.0,3
712247,2,53,41000.0,1
712248,7,144,89200.0,3
712249,5,220,106000.0,2
712250,3,49,40000.0,2
712258,5,217,119500.0,2
712302,1,51,30000.0,1
712304,6,223,155400.0,2
712305,2,92,64100.0,1
712306,7,247,168000.0,2
712310,2,62,50000.0,1
712311,9,321,225000.0,2
712320,1,15,1000.0,1
712401,8,254,149000.0,4
712403,1,57,30000.0,1
712404,1,66,33000.0,1
712405,3,79,61900.0,2
712406,3,112,90000.0,2
712407,6,280,162000.0,2
712408,1,51,32000.0,1
712409,8,318,211500.0,2
712410,4,189,99000.0,2
712412,1,58,30000.0,1
712413,4,168,101000.0,2
712415,1,57,38000.0,1
712501,1,73,38000.0,1
712502,7,167,120000.0,2
712503,1,16,11000.0,1
712512,5,208,125000.0,1
712513,2,50,33000.0,1
712515,1,52,30000.0,1
712601,6,183,119000.0,2
712602,3,107,51500.0,2
712611,1,50,30500.0,1
712613,1,45,40000.0,1
712614,1,1,0.0,1
712615,1,60,30000.0,1
712617,2,81,60200.0,1
712701,3,58,43000.0,1
712702,6,218,155500.0,2
712704,1,30,21000.0,1
712706,4,175,99000.0,2
713101,18,663,404200.0,3
713102,5,242,148000.0,2
713103,6,281,177000.0,2
713104,5,104,77000.0,2
713121,1,30,21000.0,1
713122,1,27,20000.0,1
713123,2,89,60000.0,2
713125,2,26,22000.0,1
713127,1,1,1000.0,1
713128,1,24,22000.0,1
713129,6,236,105099.0,2
713130,6,297,162500.0,2
713137,1,7,5000.0,1
713141,2,66,43000.0,1
713142,3,80,53500.0,1
713143,2,82,52100.0,1
713145,1,42,30000.0,1
713146,4,153,117370.0,3
713147,2,107,68000.0,2
713148,3,180,91000.0,1
713149,1,49,32500.0,1
713150,2,48,31000.0,2
713151,3,160,93000.0,2
713152,2,81,50000.0,1
713154,1,51,30000.0,1
713156,1,48,30000.0,1
713159,1,71,33000.0,1
713169,1,27,22000.0,1
713201,5,65,42500.0,2
713203,2,61,31000.0,1
713204,3,71,50000.0,2
713205,1,57,30000.0,1
713206,3,77,53000.0,2
713209,1,8,5100.0,1
713210,1,47,38000.0,1
713211,2,118,60000.0,2
713212,7,240,155000.0,4
713213,2,72,62000.0,2
713217,1,53,51500.0,1
713219,1,49,20000.0,1
713301,13,336,233500.0,5
713302,8,176,110000.0,5
713303,2,53,30000.0,1
713304,3,159,98700.0,1
713315,1,28,27700.0,1
713321,2,77,43500.0,1
713325,4,180,108000.0,1
713332,1,2,1000.0,1
713334,2,119,75000.0,1
713335,2,121,70000.0,1
713336,2,135,83500.0,1
713338,1,1,1000.0,1
713339,1,59,33000.0,1
713340,1,14,10500.0,1
713342,1,28,21000.0,1
713343,3,69,41000.0,2
713344,1,54,33000.0,1
713347,4,149,82000.0,2
713357,1,62,34000.0,1
713358,2,50,42000.0,2
713359,1,2,1000.0,1
713361,1,12,10500.0,1
713363,3,131,83000.0,2
713371,1,39,30000.0,1
713403,1,72,48500.0,1
713404,1,1,1000.0,1
713405,1,86,38000.0,1
713407,2,104,58000.0,2
713409,11,415,295500.0,2
713421,3,156,88000.0,2
713422,3,114,62000.0,2
713423,1,3,0.0,1
713424,2,133,76000.0,1
713426,2,87,59500.0,1
713427,1,34,30000.0,1
713488,3,94,66000.0,3
713502,2,69,41000.0,1
713512,2,78,52000.0,1
713513,2,58,31000.0,1
713514,2,67,40000.0,1
713517,1,43,21000.0,1
713519,4,167,115000.0,2
715315,1,54,31000.0,1
715929,1,19,14000.0,1
721101,13,325,206800.0,3
721102,1,73,38000.0,1
721121,1,52,40000.0,1
721124,1,1,1000.0,1
721129,2,48,39000.0,1
721130,1,25,20000.0,1
721132,1,13,11000.0,1
721133,5,236,135000.0,2
721136,2,50,42000.0,1
721137,3,102,80000.0,1
721140,1,63,41500.0,1
721144,3,93,70000.0,2
721146,6,254,125000.0,1
721147,2,73,51000.0,1
721149,3,212,106000.0,2
721150,2,51,35700.0,1
721151,2,26,23000.0,2
721152,2,128,71000.0,2
721154,1,47,30000.0,1
721156,1,76,38000.0,1
721159,2,106,72000.0,1
721160,1,1,1000.0,1
721166,2,30,36000.0,1
721172,1,29,20000.0,1
721201,2,78,69500.0,1
721211,3,22,15900.0,3
721212,14,493,327000.0,3
721232,1,27,20000.0,1
721242,2,94,50001.0,1
721253,2,84,51000.0,2
721260,1,24,22000.0,1
721301,14,557,342500.0,3
721304,2,49,34000.0,1
721305,2,61,30000.0,1
721306,2,47,32000.0,1
721326,1,50,22500.0,1
721345,1,23,20000.0,1
721401,8,256,171000.0,3
721422,3,150,98000.0,2
721423,1,53,31000.0,1
721424,4,194,110500.0,2
721425,1,39,30000.0,1
721426,1,61,35000.0,1
721428,2,98,60000.0,1
721429,9,133,89400.0,6
721430,3,58,31000.0,2
721431,2,86,60000.0,1
721432,1,25,21000.0,1
721433,2,83,52000.0,2
721434,1,47,30000.0,1
721435,2,47,40000.0,1
721436,1,1,1000.0,1
721437,1,59,30000.0,1
721439,5,155,93000.0,2
721441,3,66,49200.0,1
721442,1,4,5000.0,1
721443,3,81,50000.0,2
721444,4,139,74500.0,2
721445,4,157,98000.0,2
721446,2,41,25000.0,1
721450,2,99,59500.0,1
721451,2,60,40000.0,1
721452,1,71,38000.0,1
721454,2,77,42000.0,1
721456,1,45,30000.0,1
721457,1,55,30000.0,1
721458,1,61,38000.0,1
721467,1,64,38000.0,1
721500,1,118,63000.0,1
721505,1,53,30000.0,1
721507,8,343,194500.0,3
721513,3,90,60000.0,1
721515,1,31,30000.0,1
721517,1,2,1000.0,1
721541,1,25,31070.0,1
721601,2,60,53500.0,2
721602,6,288,174500.0,2
721607,2,64,38000.0,1
721625,2,32,21000.0,2
721626,1,50,30000.0,1
721627,2,128,62000.0,1
721628,3,123,66975.0,2
721631,3,105,70000.0,2
721632,2,34,23600.0,2
721634,1,15,10000.0,1
721635,1,39,30500.0,1
721636,3,201,109200.0,2
721641,3,67,40001.0,1
721642,2,105,60000.0,1
721644,1,58,38000.0,1
721645,7,236,155600.0,2
721647,1,52,30000.0,1
721649,3,154,86000.0,2
721650,2,70,63900.0,1
721651,4,57,40000.0,2
721652,1,5,5000.0,1
721653,1,29,22000.0,1
721654,2,80,52000.0,2
721658,1,44,30000.0,1
721659,1,5,5000.0,1
721664,1,45,30000.0,1
721706,1,49,33000.0,1
722101,7,203,135200.0,2
722102,3,148,83000.0,1
722121,2,77,48000.0,2
722122,3,129,90000.0,2
